"INVOICE_CODE","ITEM_CODE","AMOUNT","QUANTITY"
"IN0861361","PUCCHO","220.35","452"
"IN0211596","MEIJI","103.57","137"
"IN0134974","PUCCHO","146.25","300"
"IN0845148","PUCCHO","3.9","8"
"IN0748444","POCKY","13.44","323"
"IN0572280","POCKY","6.28","151"
"IN0022200","MEIJI","364.39","482"
"IN0270303","POCKY","4.41","106"
"IN0695855","POCKY","10.61","255"
"IN0823903","MEIJI","194.29","257"
"IN0763840","POCKY","4.99","120"
"IN0291664","POCKY","13.89","334"
"IN0647600","PUCCHO","14.62","30"
"IN0671843","MEIJI","338.69","448"
"IN0630489","MEIJI","241.92","320"
"IN0721186","POCKY","2.29","55"
"IN0743870","POCKY","3.74","90"
"IN0702889","PUCCHO","63.86","131"
"IN0770791","PUCCHO","7.31","15"
"IN0707654","MEIJI","91.48","121"
"IN0280137","POCKY","20.3","488"
"IN0085593","POCKY","5.08","122"
"IN0440431","PUCCHO","223.76","459"
"IN0325103","MEIJI","110.38","146"
"IN0795394","PUCCHO","104.81","215"
"IN0311805","MEIJI","61.24","81"
"IN0794868","POCKY","20.84","501"
"IN0435915","POCKY","13.6","327"
"IN0645370","POCKY","6.16","148"
"IN0823903","POCKY","3.95","95"
"IN0557692","MEIJI","169.34","224"
"IN0175539","MEIJI","327.35","433"
"IN0233727","POCKY","8.94","215"
"IN0544282","POCKY","11.52","277"
"IN0550480","MEIJI","290.3","384"
"IN0563506","POCKY","17.1","411"
"IN0971807","POCKY","15.56","374"
"IN0299467","PUCCHO","203.29","417"
"IN0037578","POCKY","18.22","438"
"IN0179484","PUCCHO","221.32","454"
"IN0209961","PUCCHO","82.39","169"
"IN0357763","MEIJI","59.72","79"
"IN0356502","POCKY","18.76","451"
"IN0538340","POCKY","6.41","154"
"IN0435325","PUCCHO","16.57","34"
"IN0797380","PUCCHO","166.72","342"
"IN0020686","POCKY","9.19","221"
"IN0311542","MEIJI","46.12","61"
"IN0744720","PUCCHO","98.47","202"
"IN0288060","PUCCHO","48.26","99"
"IN0766760","POCKY","4.08","98"
"IN0960662","PUCCHO","13.65","28"
"IN0778630","PUCCHO","193.05","396"
"IN0593024","POCKY","5.03","121"
"IN0409484","POCKY","8.4","202"
"IN0318925","PUCCHO","71.17","146"
"IN0861009","POCKY","17.85","429"
"IN0091863","PUCCHO","76.05","156"
"IN0301314","MEIJI","241.92","320"
"IN0813833","POCKY","20.51","493"
"IN0703583","MEIJI","368.93","488"
"IN0299709","MEIJI","149.69","198"
"IN0392987","POCKY","4.78","115"
"IN0036351","MEIJI","49.14","65"
"IN0392158","MEIJI","325.84","431"
"IN0521399","MEIJI","0.76","1"
"IN0782284","MEIJI","139.1","184"
"IN0468400","MEIJI","103.57","137"
"IN0995667","MEIJI","237.38","314"
"IN0361173","PUCCHO","106.76","219"
"IN0446842","MEIJI","42.34","56"
"IN0251335","PUCCHO","62.4","128"
"IN0198336","POCKY","17.56","422"
"IN0832443","PUCCHO","97.99","201"
"IN0291830","PUCCHO","39.0","80"
"IN0080660","MEIJI","139.86","185"
"IN0310766","PUCCHO","143.32","294"
"IN0213541","MEIJI","60.48","80"
"IN0330678","MEIJI","151.2","200"
"IN0074176","PUCCHO","96.52","198"
"IN0458085","PUCCHO","106.76","219"
"IN0124709","MEIJI","35.53","47"
"IN0897406","PUCCHO","27.79","57"
"IN0428813","MEIJI","306.18","405"
"IN0658746","POCKY","3.37","81"
"IN0567407","POCKY","1.5","36"
"IN0117940","MEIJI","40.07","53"
"IN0737001","MEIJI","90.72","120"
"IN0198542","POCKY","0.92","22"
"IN0646847","POCKY","5.87","141"
"IN0613053","MEIJI","309.2","409"
"IN0113295","MEIJI","255.53","338"
"IN0094007","PUCCHO","116.02","238"
"IN0676312","POCKY","12.52","301"
"IN0223815","PUCCHO","208.65","428"
"IN0723964","MEIJI","68.8","91"
"IN0058174","PUCCHO","24.86","51"
"IN0894386","POCKY","13.19","317"
"IN0542854","POCKY","13.69","329"
"IN0113147","PUCCHO","194.51","399"
"IN0066707","POCKY","16.81","404"
"IN0012689","PUCCHO","54.11","111"
"IN0195186","MEIJI","254.02","336"
"IN0362215","POCKY","11.4","274"
"IN0590195","POCKY","18.01","433"
"IN0866254","POCKY","18.35","441"
"IN0885556","MEIJI","263.09","348"
"IN0891970","PUCCHO","124.8","256"
"IN0557260","POCKY","15.56","374"
"IN0080314","MEIJI","158.0","209"
"IN0403688","MEIJI","8.32","11"
"IN0736994","MEIJI","352.3","466"
"IN0274946","MEIJI","18.14","24"
"IN0561865","PUCCHO","173.55","356"
"IN0661107","POCKY","20.76","499"
"IN0262829","POCKY","19.26","463"
"IN0577145","MEIJI","262.33","347"
"IN0114508","POCKY","20.13","484"
"IN0526327","MEIJI","313.74","415"
"IN0090560","PUCCHO","151.12","310"
"IN0704527","PUCCHO","17.55","36"
"IN0130567","POCKY","18.55","446"
"IN0813628","PUCCHO","124.8","256"
"IN0751574","PUCCHO","109.69","225"
"IN0195996","MEIJI","354.56","469"
"IN0938393","POCKY","11.36","273"
"IN0333014","MEIJI","334.91","443"
"IN0058398","PUCCHO","211.09","433"
"IN0290098","PUCCHO","70.69","145"
"IN0786597","PUCCHO","66.79","137"
"IN0661585","MEIJI","259.31","343"
"IN0757512","MEIJI","319.79","423"
"IN0486108","MEIJI","284.26","376"
"IN0009312","POCKY","19.97","480"
"IN0444610","MEIJI","60.48","80"
"IN0811687","MEIJI","322.81","427"
"IN0180450","MEIJI","24.19","32"
"IN0222433","POCKY","1.75","42"
"IN0863915","POCKY","8.44","203"
"IN0851459","MEIJI","251.75","333"
"IN0824520","MEIJI","132.3","175"
"IN0019447","PUCCHO","226.69","465"
"IN0369493","POCKY","15.1","363"
"IN0405085","PUCCHO","162.82","334"
"IN0656983","PUCCHO","28.27","58"
"IN0567036","POCKY","13.1","315"
"IN0884268","MEIJI","123.98","164"
"IN0871804","POCKY","2.29","55"
"IN0891804","POCKY","9.44","227"
"IN0767005","PUCCHO","231.56","475"
"IN0528168","MEIJI","285.01","377"
"IN0083266","POCKY","20.18","485"
"IN0998602","PUCCHO","156.0","320"
"IN0468392","PUCCHO","107.25","220"
"IN0579805","POCKY","13.35","321"
"IN0001022","PUCCHO","115.54","237"
"IN0731565","MEIJI","50.65","67"
"IN0006998","MEIJI","341.71","452"
"IN0530759","POCKY","18.97","456"
"IN0960331","PUCCHO","189.15","388"
"IN0678163","PUCCHO","41.44","85"
"IN0440179","PUCCHO","6.83","14"
"IN0390852","POCKY","1.37","33"
"IN0659187","PUCCHO","30.71","63"
"IN0462444","POCKY","8.82","212"
"IN0252025","POCKY","20.3","488"
"IN0309928","PUCCHO","87.75","180"
"IN0755066","MEIJI","203.36","269"
"IN0265947","PUCCHO","173.06","355"
"IN0486108","POCKY","15.97","384"
"IN0932351","PUCCHO","217.91","447"
"IN0436869","MEIJI","151.2","200"
"IN0902012","MEIJI","133.81","177"
"IN0821493","PUCCHO","149.66","307"
"IN0871475","MEIJI","185.22","245"
"IN0542566","MEIJI","5.29","7"
"IN0910232","PUCCHO","227.66","467"
"IN0023406","POCKY","3.04","73"
"IN0106859","POCKY","11.02","265"
"IN0290877","MEIJI","160.27","212"
"IN0943032","PUCCHO","45.34","93"
"IN0037738","MEIJI","95.26","126"
"IN0114564","POCKY","5.2","125"
"IN0919110","PUCCHO","243.26","499"
"IN0374098","MEIJI","371.2","491"
"IN0401082","PUCCHO","169.16","347"
"IN0072999","PUCCHO","159.9","328"
"IN0526575","MEIJI","216.97","287"
"IN0409448","MEIJI","4.54","6"
"IN0623164","MEIJI","324.32","429"
"IN0209099","POCKY","18.55","446"
"IN0277378","MEIJI","51.41","68"
"IN0345728","POCKY","20.13","484"
"IN0137035","POCKY","11.02","265"
"IN0403482","POCKY","18.35","441"
"IN0849809","POCKY","18.84","453"
"IN0598496","MEIJI","18.9","25"
"IN0930511","POCKY","6.7","161"
"IN0844860","PUCCHO","205.24","421"
"IN0502890","MEIJI","198.07","262"
"IN0969956","POCKY","13.15","316"
"IN0232399","POCKY","17.89","430"
"IN0836366","PUCCHO","130.16","267"
"IN0033796","MEIJI","232.09","307"
"IN0156367","POCKY","1.33","32"
"IN0768415","POCKY","19.72","474"
"IN0762688","POCKY","3.16","76"
"IN0494595","MEIJI","330.37","437"
"IN0882678","MEIJI","362.12","479"
"IN0948148","PUCCHO","105.3","216"
"IN0784146","PUCCHO","218.89","449"
"IN0182341","PUCCHO","119.92","246"
"IN0615684","MEIJI","290.3","384"
"IN0241786","POCKY","11.4","274"
"IN0570512","PUCCHO","46.31","95"
"IN0911942","PUCCHO","212.06","435"
"IN0435713","PUCCHO","100.42","206"
"IN0806622","MEIJI","16.63","22"
"IN0678909","PUCCHO","89.21","183"
"IN0539895","POCKY","2.12","51"
"IN0405812","POCKY","2.37","57"
"IN0796984","POCKY","3.45","83"
"IN0332726","PUCCHO","120.9","248"
"IN0473025","PUCCHO","206.7","424"
"IN0226983","MEIJI","209.41","277"
"IN0604604","MEIJI","142.13","188"
"IN0661974","POCKY","4.41","106"
"IN0771175","POCKY","7.61","183"
"IN0510239","MEIJI","241.16","319"
"IN0297702","POCKY","6.12","147"
"IN0254076","PUCCHO","81.9","168"
"IN0043883","PUCCHO","2.44","5"
"IN0336205","PUCCHO","167.7","344"
"IN0008057","MEIJI","202.61","268"
"IN0595297","POCKY","2.75","66"
"IN0744720","PUCCHO","195.0","400"
"IN0211094","PUCCHO","77.02","158"
"IN0702948","PUCCHO","33.64","69"
"IN0733841","MEIJI","107.35","142"
"IN0256443","POCKY","19.14","460"
"IN0909023","MEIJI","356.08","471"
"IN0425272","PUCCHO","43.39","89"
"IN0483633","MEIJI","142.88","189"
"IN0379673","MEIJI","351.54","465"
"IN0349498","POCKY","3.24","78"
"IN0803293","PUCCHO","20.96","43"
"IN0296088","PUCCHO","11.7","24"
"IN0939561","MEIJI","76.36","101"
"IN0465975","PUCCHO","49.73","102"
"IN0504426","MEIJI","24.19","32"
"IN0263707","PUCCHO","57.04","117"
"IN0676735","POCKY","6.86","165"
"IN0895969","MEIJI","343.98","455"
"IN0635381","POCKY","6.32","152"
"IN0975263","POCKY","15.35","369"
"IN0136582","MEIJI","319.03","422"
"IN0383426","POCKY","14.23","342"
"IN0299709","POCKY","15.35","369"
"IN0537516","MEIJI","34.78","46"
"IN0028471","PUCCHO","97.99","201"
"IN0085273","POCKY","15.06","362"
"IN0972998","MEIJI","288.04","381"
"IN0310883","PUCCHO","186.22","382"
"IN0918201","POCKY","11.11","267"
"IN0002773","PUCCHO","20.96","43"
"IN0659477","MEIJI","328.86","435"
"IN0139610","PUCCHO","233.51","479"
"IN0164598","PUCCHO","209.62","430"
"IN0392858","POCKY","2.16","52"
"IN0908683","MEIJI","49.9","66"
"IN0505704","POCKY","20.43","491"
"IN0478597","PUCCHO","58.01","119"
"IN0142964","MEIJI","314.5","416"
"IN0778280","PUCCHO","25.84","53"
"IN0290801","MEIJI","121.72","161"
"IN0201767","PUCCHO","38.51","79"
"IN0787249","MEIJI","24.95","33"
"IN0919093","PUCCHO","138.45","284"
"IN0531861","POCKY","6.91","166"
"IN0044473","MEIJI","87.7","116"
"IN0265990","PUCCHO","104.81","215"
"IN0246519","MEIJI","149.69","198"
"IN0850177","PUCCHO","107.25","220"
"IN0810442","MEIJI","122.47","162"
"IN0455226","PUCCHO","20.47","42"
"IN0336980","MEIJI","258.55","342"
"IN0084428","POCKY","11.11","267"
"IN0826637","POCKY","18.01","433"
"IN0600385","MEIJI","204.12","270"
"IN0585512","PUCCHO","141.86","291"
"IN0526361","MEIJI","272.16","360"
"IN0444836","PUCCHO","38.51","79"
"IN0351399","PUCCHO","148.2","304"
"IN0245322","PUCCHO","110.66","227"
"IN0676909","MEIJI","176.9","234"
"IN0766841","PUCCHO","243.26","499"
"IN0659710","MEIJI","10.58","14"
"IN0843011","MEIJI","31.0","41"
"IN0881716","PUCCHO","191.59","393"
"IN0589036","MEIJI","139.86","185"
"IN0912673","PUCCHO","76.54","157"
"IN0595298","POCKY","1.83","44"
"IN0422049","POCKY","20.38","490"
"IN0771367","POCKY","15.35","369"
"IN0768378","PUCCHO","95.55","196"
"IN0886331","PUCCHO","193.54","397"
"IN0343179","PUCCHO","202.8","416"
"IN0787042","MEIJI","8.32","11"
"IN0422451","PUCCHO","88.72","182"
"IN0089868","PUCCHO","124.8","256"
"IN0469981","PUCCHO","237.9","488"
"IN0201751","PUCCHO","11.21","23"
"IN0787036","PUCCHO","49.73","102"
"IN0504509","MEIJI","221.51","293"
"IN0444660","PUCCHO","212.06","435"
"IN0143091","PUCCHO","204.26","419"
"IN0297948","MEIJI","170.86","226"
"IN0663497","POCKY","14.89","358"
"IN0027054","POCKY","20.18","485"
"IN0904655","MEIJI","130.03","172"
"IN0335693","PUCCHO","136.99","281"
"IN0775224","POCKY","5.57","134"
"IN0291000","POCKY","16.97","408"
"IN0868213","PUCCHO","229.61","471"
"IN0986154","PUCCHO","233.03","478"
"IN0198448","PUCCHO","58.01","119"
"IN0058727","MEIJI","226.04","299"
"IN0416479","PUCCHO","110.66","227"
"IN0128230","POCKY","4.74","114"
"IN0899983","MEIJI","10.58","14"
"IN0807735","POCKY","4.45","107"
"IN0794329","PUCCHO","144.79","297"
"IN0861650","MEIJI","65.02","86"
"IN0431032","MEIJI","337.18","446"
"IN0062149","POCKY","19.43","467"
"IN0822266","PUCCHO","125.29","257"
"IN0898294","POCKY","6.53","157"
"IN0534676","PUCCHO","137.47","282"
"IN0196298","POCKY","14.1","339"
"IN0607209","POCKY","7.61","183"
"IN0308063","PUCCHO","46.8","96"
"IN0354047","PUCCHO","210.6","432"
"IN0190249","POCKY","18.05","434"
"IN0911804","POCKY","0.21","5"
"IN0819133","PUCCHO","91.16","187"
"IN0648178","PUCCHO","220.35","452"
"IN0894839","MEIJI","15.12","20"
"IN0682997","PUCCHO","148.69","305"
"IN0033225","POCKY","11.98","288"
"IN0192196","PUCCHO","168.67","346"
"IN0521652","POCKY","7.4","178"
"IN0763156","PUCCHO","129.19","265"
"IN0273899","POCKY","3.37","81"
"IN0473960","POCKY","12.9","310"
"IN0420569","PUCCHO","69.71","143"
"IN0141108","PUCCHO","177.94","365"
"IN0138933","PUCCHO","85.31","175"
"IN0615672","POCKY","16.1","387"
"IN0391506","POCKY","2.7","65"
"IN0432022","POCKY","7.57","182"
"IN0510584","POCKY","9.78","235"
"IN0061220","POCKY","2.37","57"
"IN0058398","POCKY","12.6","303"
"IN0299039","MEIJI","154.22","204"
"IN0988827","POCKY","6.2","149"
"IN0416523","PUCCHO","229.61","471"
"IN0495490","POCKY","18.93","455"
"IN0812311","POCKY","10.61","255"
"IN0240372","PUCCHO","142.35","292"
"IN0071751","MEIJI","253.26","335"
"IN0116954","POCKY","17.18","413"
"IN0866627","PUCCHO","180.38","370"
"IN0661210","PUCCHO","200.85","412"
"IN0412893","POCKY","9.24","222"
"IN0440413","MEIJI","31.75","42"
"IN0200688","PUCCHO","172.09","353"
"IN0712134","MEIJI","369.68","489"
"IN0605720","POCKY","7.16","172"
"IN0695519","POCKY","2.87","69"
"IN0733563","PUCCHO","36.56","75"
"IN0019032","PUCCHO","86.29","177"
"IN0303833","POCKY","7.28","175"
"IN0573263","PUCCHO","197.44","405"
"IN0271098","POCKY","9.61","231"
"IN0152098","POCKY","9.15","220"
"IN0297664","PUCCHO","185.74","381"
"IN0133646","POCKY","11.02","265"
"IN0306032","PUCCHO","100.91","207"
"IN0311885","POCKY","11.32","272"
"IN0196147","POCKY","5.82","140"
"IN0017211","POCKY","4.62","111"
"IN0086176","MEIJI","49.9","66"
"IN0906749","PUCCHO","225.71","463"
"IN0582254","PUCCHO","225.71","463"
"IN0390653","PUCCHO","150.64","309"
"IN0360222","PUCCHO","45.34","93"
"IN0102595","MEIJI","274.43","363"
"IN0852325","MEIJI","374.98","496"
"IN0742646","POCKY","6.2","149"
"IN0241649","MEIJI","173.88","230"
"IN0859464","PUCCHO","188.17","386"
"IN0708991","POCKY","3.12","75"
"IN0407114","POCKY","6.82","164"
"IN0911804","POCKY","0.92","22"
"IN0324388","POCKY","13.77","331"
"IN0513503","MEIJI","132.3","175"
"IN0719112","PUCCHO","195.97","402"
"IN0635017","MEIJI","145.91","193"
"IN0188196","PUCCHO","68.74","141"
"IN0385558","PUCCHO","210.11","431"
"IN0546504","MEIJI","187.49","248"
"IN0954835","MEIJI","100.55","133"
"IN0395586","PUCCHO","228.15","468"
"IN0220855","POCKY","13.56","326"
"IN0727295","POCKY","5.03","121"
"IN0608677","PUCCHO","55.57","114"
"IN0508713","PUCCHO","44.36","91"
"IN0977792","PUCCHO","142.35","292"
"IN0219312","PUCCHO","74.59","153"
"IN0723394","POCKY","15.31","368"
"IN0701197","PUCCHO","195.97","402"
"IN0423967","POCKY","7.9","190"
"IN0377708","MEIJI","246.46","326"
"IN0721293","MEIJI","266.11","352"
"IN0913056","PUCCHO","4.39","9"
"IN0832304","PUCCHO","53.14","109"
"IN0942787","PUCCHO","243.26","499"
"IN0524709","PUCCHO","220.84","453"
"IN0980906","MEIJI","197.32","261"
"IN0440999","MEIJI","193.54","256"
"IN0810209","MEIJI","127.76","169"
"IN0366675","POCKY","18.6","447"
"IN0072930","PUCCHO","32.66","67"
"IN0892506","POCKY","15.77","379"
"IN0944204","MEIJI","360.61","477"
"IN0767988","POCKY","14.48","348"
"IN0984981","MEIJI","111.89","148"
"IN0117980","PUCCHO","171.11","351"
"IN0931581","PUCCHO","70.2","144"
"IN0364277","MEIJI","145.15","192"
"IN0321542","MEIJI","330.37","437"
"IN0960662","POCKY","14.27","343"
"IN0708732","POCKY","14.19","341"
"IN0181250","MEIJI","128.52","170"
"IN0452940","MEIJI","347.0","459"
"IN0269761","PUCCHO","205.72","422"
"IN0838064","MEIJI","198.83","263"
"IN0045354","MEIJI","294.08","389"
"IN0716594","PUCCHO","242.29","497"
"IN0007014","PUCCHO","225.71","463"
"IN0746292","MEIJI","275.18","364"
"IN0045372","PUCCHO","134.06","275"
"IN0413919","POCKY","20.63","496"
"IN0893285","PUCCHO","139.91","287"
"IN0141141","PUCCHO","13.16","27"
"IN0574920","POCKY","15.85","381"
"IN0091081","MEIJI","63.5","84"
"IN0787115","MEIJI","110.38","146"
"IN0173040","PUCCHO","52.16","107"
"IN0043444","PUCCHO","118.95","244"
"IN0439374","POCKY","15.35","369"
"IN0278167","PUCCHO","38.02","78"
"IN0510584","POCKY","1.04","25"
"IN0254563","POCKY","16.02","385"
"IN0184555","POCKY","2.08","50"
"IN0498417","PUCCHO","205.72","422"
"IN0647229","POCKY","0.33","8"
"IN0970062","POCKY","15.81","380"
"IN0294188","POCKY","7.07","170"
"IN0349426","PUCCHO","7.31","15"
"IN0846354","MEIJI","173.12","229"
"IN0634484","MEIJI","268.38","355"
"IN0782898","MEIJI","84.67","112"
"IN0477080","MEIJI","149.69","198"
"IN0502196","MEIJI","361.37","478"
"IN0170656","MEIJI","265.36","351"
"IN0470841","MEIJI","131.54","174"
"IN0070021","PUCCHO","28.76","59"
"IN0756716","MEIJI","271.4","359"
"IN0817312","POCKY","2.04","49"
"IN0866978","PUCCHO","31.69","65"
"IN0449062","POCKY","5.03","121"
"IN0287045","MEIJI","197.32","261"
"IN0844074","POCKY","13.69","329"
"IN0682638","PUCCHO","161.36","331"
"IN0902821","MEIJI","46.87","62"
"IN0244450","PUCCHO","12.19","25"
"IN0385558","MEIJI","271.4","359"
"IN0005934","PUCCHO","52.16","107"
"IN0627743","POCKY","0.83","20"
"IN0081616","PUCCHO","37.54","77"
"IN0022730","MEIJI","9.07","12"
"IN0616011","POCKY","13.23","318"
"IN0890977","MEIJI","286.52","379"
"IN0155314","PUCCHO","221.32","454"
"IN0060867","PUCCHO","238.88","490"
"IN0442066","PUCCHO","24.86","51"
"IN0152127","POCKY","19.43","467"
"IN0421818","PUCCHO","133.57","274"
"IN0694858","PUCCHO","83.85","172"
"IN0921109","MEIJI","372.71","493"
"IN0069128","POCKY","1.41","34"
"IN0485020","POCKY","0.75","18"
"IN0224638","PUCCHO","112.12","230"
"IN0714067","PUCCHO","11.7","24"
"IN0114465","PUCCHO","180.86","371"
"IN0871651","POCKY","15.64","376"
"IN0926951","PUCCHO","96.04","197"
"IN0486258","POCKY","20.09","483"
"IN0351894","PUCCHO","24.38","50"
"IN0504242","POCKY","1.33","32"
"IN0816610","POCKY","12.56","302"
"IN0241940","PUCCHO","136.99","281"
"IN0808979","POCKY","17.01","409"
"IN0943466","MEIJI","140.62","186"
"IN0440146","MEIJI","325.08","430"
"IN0980906","POCKY","13.06","314"
"IN0479684","PUCCHO","114.08","234"
"IN0200426","POCKY","16.72","402"
"IN0179621","MEIJI","238.9","316"
"IN0085593","PUCCHO","176.96","363"
"IN0860202","PUCCHO","221.32","454"
"IN0964930","MEIJI","105.08","139"
"IN0788391","MEIJI","22.68","30"
"IN0618841","PUCCHO","234.49","481"
"IN0465182","PUCCHO","47.77","98"
"IN0181068","PUCCHO","3.9","8"
"IN0036476","POCKY","16.47","396"
"IN0907397","PUCCHO","208.16","427"
"IN0810155","PUCCHO","64.35","132"
"IN0430349","PUCCHO","243.75","500"
"IN0493065","MEIJI","368.93","488"
"IN0451813","PUCCHO","164.78","338"
"IN0143000","PUCCHO","8.29","17"
"IN0699155","PUCCHO","196.95","404"
"IN0109132","MEIJI","188.24","249"
"IN0788568","POCKY","15.52","373"
"IN0211660","MEIJI","58.97","78"
"IN0441891","MEIJI","165.56","219"
"IN0010357","PUCCHO","129.67","266"
"IN0292927","MEIJI","362.88","480"
"IN0193215","PUCCHO","93.6","192"
"IN0429756","PUCCHO","165.75","340"
"IN0057591","MEIJI","181.44","240"
"IN0859819","MEIJI","105.84","140"
"IN0064162","MEIJI","300.13","397"
"IN0432685","MEIJI","262.33","347"
"IN0178689","PUCCHO","199.88","410"
"IN0445410","PUCCHO","90.67","186"
"IN0116111","POCKY","5.7","137"
"IN0316512","PUCCHO","74.59","153"
"IN0105353","PUCCHO","196.95","404"
"IN0008453","PUCCHO","136.99","281"
"IN0424697","MEIJI","281.99","373"
"IN0518286","PUCCHO","144.3","296"
"IN0650271","MEIJI","344.74","456"
"IN0197619","POCKY","18.01","433"
"IN0472610","MEIJI","191.27","253"
"IN0119511","PUCCHO","186.22","382"
"IN0320942","PUCCHO","227.17","466"
"IN0740695","PUCCHO","106.27","218"
"IN0516736","POCKY","10.73","258"
"IN0283162","MEIJI","43.09","57"
"IN0819108","MEIJI","127.76","169"
"IN0022200","PUCCHO","107.25","220"
"IN0037738","POCKY","1.25","30"
"IN0027531","PUCCHO","143.32","294"
"IN0104705","PUCCHO","63.38","130"
"IN0136924","POCKY","18.1","435"
"IN0487082","POCKY","3.99","96"
"IN0332348","POCKY","14.31","344"
"IN0814863","POCKY","12.36","297"
"IN0886774","POCKY","4.37","105"
"IN0388104","PUCCHO","6.34","13"
"IN0449824","MEIJI","13.61","18"
"IN0207967","PUCCHO","121.39","249"
"IN0398637","POCKY","7.99","192"
"IN0980413","MEIJI","305.42","404"
"IN0650893","PUCCHO","95.06","195"
"IN0393122","POCKY","6.82","164"
"IN0402240","PUCCHO","153.56","315"
"IN0975548","PUCCHO","133.09","273"
"IN0770214","POCKY","4.37","105"
"IN0775843","PUCCHO","100.91","207"
"IN0595889","MEIJI","203.36","269"
"IN0592322","MEIJI","16.63","22"
"IN0421333","MEIJI","229.07","303"
"IN0885576","POCKY","18.97","456"
"IN0512198","POCKY","4.37","105"
"IN0294725","PUCCHO","87.75","180"
"IN0396450","POCKY","5.16","124"
"IN0256376","POCKY","13.35","321"
"IN0663875","MEIJI","368.93","488"
"IN0322284","PUCCHO","10.24","21"
"IN0123503","PUCCHO","162.34","333"
"IN0960373","PUCCHO","227.17","466"
"IN0934119","PUCCHO","74.1","152"
"IN0160413","PUCCHO","14.14","29"
"IN0325909","PUCCHO","71.17","146"
"IN0046754","MEIJI","240.41","318"
"IN0781494","PUCCHO","95.55","196"
"IN0115342","PUCCHO","202.31","415"
"IN0930511","PUCCHO","139.42","286"
"IN0921016","PUCCHO","24.38","50"
"IN0184734","MEIJI","173.12","229"
"IN0942651","PUCCHO","210.6","432"
"IN0652936","POCKY","17.39","418"
"IN0512696","PUCCHO","14.14","29"
"IN0659539","MEIJI","45.36","60"
"IN0450212","POCKY","13.77","331"
"IN0372164","POCKY","13.48","324"
"IN0180014","PUCCHO","13.65","28"
"IN0847097","POCKY","17.93","431"
"IN0125445","POCKY","15.43","371"
"IN0626341","MEIJI","327.35","433"
"IN0335507","MEIJI","145.91","193"
"IN0554246","POCKY","7.53","181"
"IN0479718","PUCCHO","22.91","47"
"IN0969834","MEIJI","309.96","410"
"IN0154776","POCKY","19.76","475"
"IN0301436","MEIJI","115.67","153"
"IN0285957","PUCCHO","74.59","153"
"IN0113854","PUCCHO","119.92","246"
"IN0699219","POCKY","6.53","157"
"IN0083499","MEIJI","323.57","428"
"IN0918160","PUCCHO","36.56","75"
"IN0174081","PUCCHO","135.53","278"
"IN0999519","MEIJI","339.44","449"
"IN0738984","MEIJI","92.99","123"
"IN0114436","PUCCHO","243.26","499"
"IN0137295","PUCCHO","7.8","16"
"IN0137161","MEIJI","272.16","360"
"IN0138156","POCKY","16.93","407"
"IN0001320","PUCCHO","33.15","68"
"IN0228588","MEIJI","192.78","255"
"IN0037738","MEIJI","347.0","459"
"IN0193762","PUCCHO","15.6","32"
"IN0988830","POCKY","2.58","62"
"IN0795077","MEIJI","314.5","416"
"IN0064845","POCKY","1.29","31"
"IN0206260","POCKY","5.2","125"
"IN0108258","PUCCHO","154.54","317"
"IN0489530","PUCCHO","222.3","456"
"IN0571244","POCKY","2.41","58"
"IN0145711","MEIJI","294.08","389"
"IN0515897","MEIJI","163.3","216"
"IN0921193","POCKY","14.81","356"
"IN0317165","MEIJI","7.56","10"
"IN0009874","POCKY","0.42","10"
"IN0453373","PUCCHO","236.92","486"
"IN0760982","PUCCHO","134.55","276"
"IN0275141","MEIJI","27.22","36"
"IN0136466","POCKY","7.9","190"
"IN0226473","POCKY","5.28","127"
"IN0760938","POCKY","20.59","495"
"IN0935175","MEIJI","26.46","35"
"IN0578251","PUCCHO","88.24","181"
"IN0064634","POCKY","1.21","29"
"IN0019032","PUCCHO","207.67","426"
"IN0737001","PUCCHO","49.24","101"
"IN0403264","MEIJI","151.2","200"
"IN0549956","POCKY","19.97","480"
"IN0954722","POCKY","3.99","96"
"IN0078686","POCKY","16.64","400"
"IN0843272","PUCCHO","236.44","485"
"IN0802026","MEIJI","319.03","422"
"IN0117803","POCKY","5.74","138"
"IN0751173","POCKY","10.11","243"
"IN0553932","MEIJI","313.74","415"
"IN0058632","PUCCHO","64.35","132"
"IN0014281","PUCCHO","156.97","322"
"IN0699219","PUCCHO","162.82","334"
"IN0586109","MEIJI","79.38","105"
"IN0444836","MEIJI","337.18","446"
"IN0141667","POCKY","18.64","448"
"IN0084469","PUCCHO","20.47","42"
"IN0211660","MEIJI","295.6","391"
"IN0799558","MEIJI","368.93","488"
"IN0768399","POCKY","12.27","295"
"IN0459767","POCKY","6.03","145"
"IN0887538","POCKY","0.42","10"
"IN0869293","PUCCHO","240.82","494"
"IN0617330","PUCCHO","4.88","10"
"IN0897042","PUCCHO","38.51","79"
"IN0660088","PUCCHO","144.79","297"
"IN0452139","PUCCHO","162.34","333"
"IN0096677","POCKY","12.27","295"
"IN0910727","PUCCHO","181.35","372"
"IN0402618","POCKY","19.01","457"
"IN0903520","MEIJI","137.59","182"
"IN0117558","PUCCHO","38.51","79"
"IN0106930","POCKY","9.19","221"
"IN0710722","MEIJI","351.54","465"
"IN0337454","PUCCHO","81.41","167"
"IN0254103","PUCCHO","23.89","49"
"IN0040426","POCKY","17.31","416"
