"CUSTOMER_CODE","INVOICE_CODE","AMOUNT","DATE"
"CUST0000096971","IN0780156","15.12","17-May-2021"
"CUST0000028348","IN0168126","11.15","04-Dec-2021"
"CUST0000019927","IN0982009","10.69","09-May-2021"
"CUST0000051457","IN0683372","371.96","20-Mar-2021"
"CUST0000071489","IN0055241","66.56","10-Jun-2021"
"CUST0000055441","IN0506138","13.4","03-Mar-2021"
"CUST0000083191","IN0225078","358.31","31-Aug-2021"
"CUST0000094634","IN0025486","153.47","05-Feb-2021"
"CUST0000024821","IN0586415","52.65","26-Jan-2021"
"CUST0000023643","IN0622338","340.96","20-Apr-2021"
"CUST0000072087","IN0483258","142.13","06-Mar-2021"
"CUST0000071956","IN0190249","438.63","29-Jul-2021"
"CUST0000067093","IN0273897","4.83","02-May-2021"
"CUST0000060526","IN0728203","18.14","12-Mar-2021"
"CUST0000009248","IN0420064","430.16","01-Apr-2021"
"CUST0000036338","IN0813802","19.18","16-Dec-2021"
"CUST0000051719","IN0930804","132.11","29-Dec-2021"
"CUST0000047628","IN0602860","9.26","29-Dec-2021"
"CUST0000038685","IN0778808","6.7","17-Feb-2021"
"CUST0000098153","IN0999109","198.9","07-May-2021"
"CUST0000053308","IN0716958","15.85","27-Dec-2021"
"CUST0000083784","IN0160266","5.53","21-Nov-2021"
"CUST0000040789","IN0962013","544.63","22-Feb-2021"
"CUST0000060284","IN0160724","5.03","08-Nov-2021"
"CUST0000069437","IN0982990","102.06","24-Jun-2021"
"CUST0000048048","IN0564900","496.7","11-Dec-2021"
"CUST0000063308","IN0629370","31.75","14-Jan-2021"
"CUST0000010036","IN0383314","241.7","04-Oct-2021"
"CUST0000080208","IN0616092","162.82","07-Jun-2021"
"CUST0000055047","IN0027441","9.48","03-May-2021"
"CUST0000030086","IN0411001","166.72","05-Dec-2021"
"CUST0000063308","IN0643885","288.04","13-Feb-2021"
"CUST0000021664","IN0825722","235.95","08-Oct-2021"
"CUST0000003551","IN0483318","5.16","25-Nov-2021"
"CUST0000006107","IN0444836","393.99","11-Sep-2021"
"CUST0000061251","IN0326110","16.09","27-Sep-2021"
"CUST0000061012","IN0000010","29.48","09-Nov-2021"
"CUST0000079432","IN0766672","184.28","30-Jun-2021"
"CUST0000097382","IN0419460","307.69","05-Aug-2021"
"CUST0000088390","IN0608910","107.25","15-Jul-2021"
"CUST0000092169","IN0526942","0.49","14-Feb-2021"
"CUST0000007304","IN0944110","49.69","14-Apr-2021"
"CUST0000081381","IN0922635","12.4","19-Jun-2021"
"CUST0000085214","IN0907281","17.72","22-Nov-2021"
"CUST0000094275","IN0452630","13.64","28-Oct-2021"
"CUST0000007830","IN0563123","223.28","13-Nov-2021"
"CUST0000066659","IN0777672","161.36","16-Jun-2021"
"CUST0000034267","IN0175490","12.19","28-Aug-2021"
"CUST0000014515","IN0456234","148.24","21-Oct-2021"
"CUST0000011698","IN0323050","16.93","28-Dec-2021"
"CUST0000071323","IN0965334","7.74","16-Jul-2021"
"CUST0000025492","IN0478250","34.02","08-Mar-2021"
"CUST0000034686","IN0604612","178.91","28-Nov-2021"
"CUST0000062026","IN0812362","240.41","15-Aug-2021"
"CUST0000044529","IN0101265","144.99","01-Feb-2021"
"CUST0000015633","IN0173562","281.84","20-Sep-2021"
"CUST0000047452","IN0182465","98.47","30-May-2021"
"CUST0000037488","IN0850177","132.6","21-Sep-2021"
"CUST0000020385","IN0722835","2.29","26-Mar-2021"
"CUST0000004209","IN0166312","19.55","10-Jun-2021"
"CUST0000014127","IN0594191","10.03","29-Oct-2021"
"CUST0000045626","IN0990094","73.52","03-Jun-2021"
"CUST0000032411","IN0187705","9.53","01-Jun-2021"
"CUST0000051243","IN0585362","14.23","04-Apr-2021"
"CUST0000009011","IN0758753","196.45","19-Mar-2021"
"CUST0000056787","IN0424292","145.15","14-Aug-2021"
"CUST0000073064","IN0852104","263.63","06-Sep-2021"
"CUST0000059355","IN0967374","228.15","26-Nov-2021"
"CUST0000067758","IN0462049","13.94","11-Oct-2021"
"CUST0000024040","IN0403583","65.02","28-Jan-2021"
"CUST0000023011","IN0896764","4.41","27-Jan-2021"
"CUST0000074741","IN0960373","236.92","02-Mar-2021"
"CUST0000011022","IN0591488","13.16","10-Jan-2021"
"CUST0000099165","IN0331741","9.75","20-Dec-2021"
"CUST0000042243","IN0063511","70.2","19-Jan-2021"
"CUST0000068062","IN0715975","3.33","27-Feb-2021"
"CUST0000098970","IN0406393","264.23","03-Feb-2021"
"CUST0000042647","IN0001246","23.46","28-Jun-2021"
"CUST0000080208","IN0421971","366.66","21-Sep-2021"
"CUST0000058660","IN0708898","10.15","06-Jan-2021"
"CUST0000055064","IN0675297","339.44","20-May-2021"
"CUST0000073859","IN0212621","13.27","18-Sep-2021"
"CUST0000001575","IN0778216","173.12","16-Sep-2021"
"CUST0000009248","IN0508491","222.06","23-Jul-2021"
"CUST0000091052","IN0809314","11.07","06-Feb-2021"
"CUST0000043593","IN0839422","370.44","30-Jan-2021"
"CUST0000002737","IN0564346","3.54","09-Jul-2021"
"CUST0000021898","IN0863692","15.48","12-Jun-2021"
"CUST0000067381","IN0915236","207.19","19-Jan-2021"
"CUST0000006611","IN0445247","290.3","31-Dec-2021"
"CUST0000011022","IN0817312","32.28","21-Oct-2021"
"CUST0000082585","IN0947149","17.85","08-Oct-2021"
"CUST0000009476","IN0799807","204.12","27-Feb-2021"
"CUST0000064370","IN0143798","268.69","27-Mar-2021"
"CUST0000007638","IN0660247","7.31","25-Jan-2021"
"CUST0000084257","IN0337990","221.51","05-Oct-2021"
"CUST0000084446","IN0801898","117.94","17-Aug-2021"
"CUST0000054957","IN0247869","371.2","17-Sep-2021"
"CUST0000030886","IN0247079","10.32","11-Jul-2021"
"CUST0000042243","IN0153333","19.22","15-Jul-2021"
"CUST0000030587","IN0528936","467.24","13-Nov-2021"
"CUST0000020692","IN0637421","208.16","10-Aug-2021"
"CUST0000037223","IN0363937","7.7","26-Apr-2021"
"CUST0000094063","IN0149534","268.38","06-Feb-2021"
"CUST0000055441","IN0637127","3.02","20-Sep-2021"
"CUST0000073296","IN0277813","9.32","13-Nov-2021"
"CUST0000079587","IN0704926","257.04","09-Apr-2021"
"CUST0000024068","IN0808853","46.12","06-May-2021"
"CUST0000066659","IN0214490","710.64","31-Jul-2021"
"CUST0000041590","IN0178025","150.64","31-Mar-2021"
"CUST0000046144","IN0075529","1.75","12-Feb-2021"
"CUST0000075295","IN0694858","93.42","03-Feb-2021"
"CUST0000092388","IN0417719","206.21","26-Oct-2021"
"CUST0000061491","IN0051556","174.65","01-Jun-2021"
"CUST0000037679","IN0950447","367.15","03-Mar-2021"
"CUST0000031743","IN0696574","18.39","04-Dec-2021"
"CUST0000097396","IN0522984","71.66","06-Oct-2021"
"CUST0000089220","IN0275160","200.36","25-Mar-2021"
"CUST0000043108","IN0810312","8.99","06-Jul-2021"
"CUST0000073206","IN0220855","31.32","07-Feb-2021"
"CUST0000023591","IN0311606","18.8","05-Dec-2021"
"CUST0000002084","IN0712134","674.85","22-Apr-2021"
"CUST0000081697","IN0037383","243.43","03-Jul-2021"
"CUST0000071323","IN0582254","348.94","05-May-2021"
"CUST0000007638","IN0665107","16.64","18-May-2021"
"CUST0000002737","IN0751988","35.1","15-Jul-2021"
"CUST0000037238","IN0772409","16.09","31-Jul-2021"
"CUST0000039468","IN0630791","9.28","27-Feb-2021"
"CUST0000093563","IN0243337","70.31","08-Dec-2021"
"CUST0000033888","IN0832214","131.54","30-Jul-2021"
"CUST0000055529","IN0498649","343.4","05-May-2021"
"CUST0000060413","IN0974840","229.12","04-Dec-2021"
"CUST0000041680","IN0547096","15.68","04-May-2021"
"CUST0000021406","IN0796268","356.83","22-Nov-2021"
"CUST0000094170","IN0813704","4.39","16-Feb-2021"
"CUST0000018596","IN0794163","139.42","13-Jun-2021"
"CUST0000058463","IN0103007","334.15","04-Oct-2021"
"CUST0000080396","IN0964604","297.86","21-Jan-2021"
"CUST0000073219","IN0392858","7.52","24-Dec-2021"
"CUST0000098805","IN0097902","138.35","17-Sep-2021"
"CUST0000005282","IN0390155","17.14","16-Dec-2021"
"CUST0000097506","IN0987839","80.14","28-Aug-2021"
"CUST0000084602","IN0588239","122.85","07-Jun-2021"
"CUST0000045679","IN0296328","83.85","23-Apr-2021"
"CUST0000072185","IN0387831","234.97","14-Jul-2021"
"CUST0000050672","IN0971764","211.57","26-May-2021"
"CUST0000009476","IN0465182","58.88","27-Apr-2021"
"CUST0000086266","IN0582517","256.28","25-Jun-2021"
"CUST0000019775","IN0311885","22.26","04-Aug-2021"
"CUST0000088183","IN0104197","241.92","03-Mar-2021"
"CUST0000050337","IN0123835","34.12","01-Feb-2021"
"CUST0000085285","IN0289709","19.51","14-Jul-2021"
"CUST0000013338","IN0624131","89.96","23-Sep-2021"
"CUST0000004209","IN0583374","227.27","08-Feb-2021"
"CUST0000036077","IN0498458","3.9","11-Jan-2021"
"CUST0000020510","IN0880025","186.73","18-Jun-2021"
"CUST0000089860","IN0438900","185.25","21-Dec-2021"
"CUST0000055733","IN0808286","13.15","23-Apr-2021"
"CUST0000090955","IN0842542","4.91","21-Oct-2021"
"CUST0000081678","IN0369096","324.68","24-Feb-2021"
"CUST0000052741","IN0270303","20.72","09-Jan-2021"
"CUST0000066227","IN0594317","353.81","19-Nov-2021"
"CUST0000052570","IN0807448","170.62","18-May-2021"
"CUST0000018374","IN0377630","127.01","02-Jan-2021"
"CUST0000043318","IN0862686","8.74","22-May-2021"
"CUST0000079598","IN0677925","57.52","30-Jan-2021"
"CUST0000079399","IN0591746","169.65","27-May-2021"
"CUST0000086569","IN0791978","303.91","24-Jul-2021"
"CUST0000008396","IN0028471","127.53","04-Aug-2021"
"CUST0000024465","IN0691759","239.85","20-Apr-2021"
"CUST0000015028","IN0807814","19.99","19-Oct-2021"
"CUST0000082966","IN0552574","20.22","18-Sep-2021"
"CUST0000073219","IN0383979","200.34","02-May-2021"
"CUST0000068697","IN0884244","114.56","10-Feb-2021"
"CUST0000008503","IN0081207","175.39","07-May-2021"
"CUST0000019011","IN0449044","167.83","04-Oct-2021"
"CUST0000051970","IN0562528","8.49","22-Oct-2021"
"CUST0000058321","IN0210184","253.26","29-Jan-2021"
"CUST0000038244","IN0849859","6.24","06-Feb-2021"
"CUST0000080870","IN0512215","184.76","16-May-2021"
"CUST0000042274","IN0455357","1.21","12-Dec-2021"
"CUST0000017859","IN0754681","15.18","16-Apr-2021"
"CUST0000037679","IN0234120","185.74","25-Jun-2021"
"CUST0000086266","IN0823621","241.16","06-Nov-2021"
"CUST0000095642","IN0433383","12.23","17-Nov-2021"
"CUST0000068078","IN0758343","213.19","09-Sep-2021"
"CUST0000087560","IN0327188","62.75","04-Apr-2021"
"CUST0000080945","IN0015057","17.06","27-Apr-2021"
"CUST0000062296","IN0897118","78.0","23-Jul-2021"
"CUST0000063196","IN0823166","37.05","21-May-2021"
"CUST0000042069","IN0561997","51.67","29-Dec-2021"
"CUST0000057706","IN0655689","140.41","20-Jul-2021"
"CUST0000028898","IN0242337","233.6","18-May-2021"
"CUST0000018354","IN0723328","80.89","14-Feb-2021"
"CUST0000028916","IN0728698","331.98","06-Feb-2021"
"CUST0000047398","IN0895933","237.9","22-Nov-2021"
"CUST0000075295","IN0876149","13.19","07-Jun-2021"
"CUST0000039199","IN0182929","115.54","24-Nov-2021"
"CUST0000059808","IN0585233","204.75","27-Feb-2021"
"CUST0000014937","IN0254608","8.44","21-Dec-2021"
"CUST0000023434","IN0139123","272.92","20-Sep-2021"
"CUST0000024404","IN0262634","103.57","17-Jul-2021"
"CUST0000037930","IN0111515","40.46","07-Mar-2021"
"CUST0000058482","IN0753992","268.88","17-Nov-2021"
"CUST0000041075","IN0445694","7.8","18-Feb-2021"
"CUST0000052505","IN0613701","14.64","22-Jun-2021"
"CUST0000008503","IN0574577","6.32","02-Aug-2021"
"CUST0000013081","IN0321157","20.96","28-Oct-2021"
"CUST0000078138","IN0444522","142.69","20-Oct-2021"
"CUST0000091394","IN0869178","164.05","15-Sep-2021"
"CUST0000025346","IN0561869","169.04","29-Nov-2021"
"CUST0000054549","IN0197421","114.91","29-Jan-2021"
"CUST0000040563","IN0512075","147.42","07-Jan-2021"
"CUST0000065991","IN0077003","18.04","31-Mar-2021"
"CUST0000083950","IN0531861","26.5","02-Oct-2021"
"CUST0000083784","IN0756631","289.55","17-Jul-2021"
"CUST0000003379","IN0999456","197.44","02-Jan-2021"
"CUST0000084257","IN0821217","186.73","31-Jul-2021"
"CUST0000087798","IN0972474","98.28","31-Jul-2021"
"CUST0000028087","IN0742309","14.14","09-Dec-2021"
"CUST0000024040","IN0671013","24.19","02-Feb-2021"
"CUST0000063186","IN0183210","19.43","29-Sep-2021"
"CUST0000011334","IN0670151","46.44","24-Nov-2021"
"CUST0000008503","IN0113494","126.75","11-Oct-2021"
"CUST0000016603","IN0178368","17.39","08-Jun-2021"
"CUST0000093563","IN0671963","173.06","14-Oct-2021"
"CUST0000059843","IN0299805","378.93","12-Oct-2021"
"CUST0000068343","IN0810376","5.49","02-Feb-2021"
"CUST0000078405","IN0342901","288.04","31-Jan-2021"
"CUST0000087512","IN0843878","14.14","29-Sep-2021"
"CUST0000077939","IN0477543","236.72","27-Feb-2021"
"CUST0000025011","IN0791702","109.9","02-Nov-2021"
"CUST0000009476","IN0261692","133.81","26-Jul-2021"
"CUST0000079399","IN0735199","136.01","09-Oct-2021"
"CUST0000092169","IN0719849","312.98","22-Mar-2021"
"CUST0000056787","IN0310650","16.76","24-Jan-2021"
"CUST0000093870","IN0283613","17.31","14-Feb-2021"
"CUST0000050045","IN0717846","15.06","10-Aug-2021"
"CUST0000064176","IN0942374","116.51","13-Nov-2021"
"CUST0000082637","IN0241081","2.92","24-Dec-2021"
"CUST0000054248","IN0474105","126.61","18-Nov-2021"
"CUST0000085214","IN0954159","9.78","06-Mar-2021"
"CUST0000052412","IN0874170","93.74","13-Apr-2021"
"CUST0000022977","IN0133496","249.96","05-May-2021"
"CUST0000070805","IN0119565","345.49","23-Dec-2021"
"CUST0000079598","IN0865927","313.74","04-Oct-2021"
"CUST0000000271","IN0849991","202.31","30-Mar-2021"
"CUST0000084951","IN0304641","5.62","20-Oct-2021"
"CUST0000067758","IN0252512","6.34","15-Jan-2021"
"CUST0000002455","IN0361386","11.77","01-Jun-2021"
"CUST0000063823","IN0614187","263.84","23-Jul-2021"
"CUST0000091097","IN0425761","144.3","08-May-2021"
"CUST0000004134","IN0421818","140.77","16-Feb-2021"
"CUST0000095566","IN0768543","271.4","01-Mar-2021"
"CUST0000099652","IN0177858","6.41","01-Mar-2021"
"CUST0000093932","IN0906114","7.74","27-Mar-2021"
"CUST0000009476","IN0508229","10.44","18-Nov-2021"
"CUST0000020108","IN0114816","58.01","16-Aug-2021"
"CUST0000064700","IN0220766","64.84","10-Aug-2021"
"CUST0000080396","IN0861107","31.0","28-Dec-2021"
"CUST0000057498","IN0347054","182.32","21-Mar-2021"
"CUST0000046237","IN0141667","379.26","08-Mar-2021"
"CUST0000098805","IN0939561","95.33","02-Oct-2021"
"CUST0000057946","IN0555014","10.23","10-Jun-2021"
"CUST0000084144","IN0969443","21.45","09-Oct-2021"
"CUST0000053366","IN0251297","166.32","18-Jan-2021"
"CUST0000030688","IN0136043","43.85","01-Apr-2021"
"CUST0000097298","IN0835277","337.99","02-Feb-2021"
"CUST0000014174","IN0067521","96.01","14-Apr-2021"
"CUST0000019501","IN0476130","21.17","07-Oct-2021"
"CUST0000096539","IN0398484","131.14","11-May-2021"
"CUST0000054549","IN0317643","176.47","13-Sep-2021"
"CUST0000036077","IN0739015","28.12","13-Apr-2021"
"CUST0000083078","IN0652601","324.32","18-Dec-2021"
"CUST0000048903","IN0542630","236.44","18-Jul-2021"
"CUST0000082498","IN0461499","340.52","26-Dec-2021"
"CUST0000003581","IN0902012","170.86","05-Mar-2021"
"CUST0000018354","IN0392505","201.34","28-Nov-2021"
"CUST0000083573","IN0601182","275.73","20-May-2021"
"CUST0000057946","IN0201751","12.96","30-Nov-2021"
"CUST0000048719","IN0597726","130.03","04-Sep-2021"
"CUST0000083879","IN0479312","173.12","22-May-2021"
"CUST0000092338","IN0618340","174.53","20-Nov-2021"
"CUST0000081381","IN0384431","11.86","21-Jul-2021"
"CUST0000076178","IN0730145","366.66","17-Nov-2021"
"CUST0000080030","IN0156288","109.41","06-Sep-2021"
"CUST0000024189","IN0755062","15.23","08-Jul-2021"
"CUST0000039856","IN0923753","71.82","27-Jan-2021"
"CUST0000088390","IN0509824","44.6","26-Jul-2021"
"CUST0000056787","IN0408755","145.76","02-Apr-2021"
"CUST0000034393","IN0770312","117.97","16-Jun-2021"
"CUST0000096686","IN0886487","119.44","29-Aug-2021"
"CUST0000002012","IN0785669","17.14","26-Dec-2021"
"CUST0000016010","IN0331452","240.34","24-Aug-2021"
"CUST0000007830","IN0901579","223.78","23-May-2021"
"CUST0000041024","IN0126990","355.32","10-Mar-2021"
"CUST0000015393","IN0866183","12.77","21-Sep-2021"
"CUST0000015260","IN0313807","242.78","17-Dec-2021"
"CUST0000037059","IN0345272","15.48","01-Aug-2021"
"CUST0000073110","IN0356996","24.19","31-Jul-2021"
"CUST0000051110","IN0715963","4.08","24-Feb-2021"
"CUST0000097471","IN0495363","12.1","26-Feb-2021"
"CUST0000088160","IN0638551","33.15","06-Dec-2021"
"CUST0000045945","IN0007570","250.99","08-Apr-2021"
"CUST0000069441","IN0299957","224.53","30-Aug-2021"
"CUST0000067077","IN0086411","111.15","29-Oct-2021"
"CUST0000033898","IN0089068","17.97","24-Jun-2021"
"CUST0000049799","IN0362461","2.45","05-Apr-2021"
"CUST0000038403","IN0878969","25.7","26-Feb-2021"
"CUST0000054073","IN0954810","17.64","19-Jan-2021"
"CUST0000097506","IN0393122","244.96","04-Apr-2021"
"CUST0000029132","IN0917118","7.95","25-Aug-2021"
"CUST0000098375","IN0099275","86.77","01-Nov-2021"
"CUST0000060460","IN0372128","219.24","20-Dec-2021"
"CUST0000088183","IN0269100","10.65","30-Oct-2021"
"CUST0000008105","IN0662072","136.08","10-Mar-2021"
"CUST0000099288","IN0940336","689.58","12-Oct-2021"
"CUST0000082498","IN0470274","359.1","04-Sep-2021"
"CUST0000094150","IN0760557","246.46","11-Jun-2021"
"CUST0000057087","IN0928051","98.47","20-Jul-2021"
"CUST0000083963","IN0161190","66.79","22-Feb-2021"
"CUST0000066661","IN0562955","279.72","10-Jan-2021"
"CUST0000079587","IN0504543","172.57","07-Apr-2021"
"CUST0000073471","IN0328949","185.74","22-Mar-2021"
"CUST0000098375","IN0753260","284.26","15-Jan-2021"
"CUST0000081139","IN0409096","276.7","20-Mar-2021"
"CUST0000019775","IN0654201","142.88","05-Sep-2021"
"CUST0000062339","IN0241960","18.26","03-Jan-2021"
"CUST0000094776","IN0109724","20.68","21-Nov-2021"
"CUST0000017207","IN0846683","81.65","03-Nov-2021"
"CUST0000061251","IN0304910","190.43","01-Oct-2021"
"CUST0000052172","IN0650271","364.83","28-Apr-2021"
"CUST0000027748","IN0974241","98.28","28-Nov-2021"
"CUST0000018509","IN0486258","156.16","23-Feb-2021"
"CUST0000022936","IN0337026","19.39","06-Jan-2021"
"CUST0000017859","IN0931225","80.89","14-Sep-2021"
"CUST0000026165","IN0093045","198.41","01-Sep-2021"
"CUST0000002455","IN0047979","106.6","29-Jul-2021"
"CUST0000059564","IN0609228","30.22","15-Nov-2021"
"CUST0000010187","IN0675737","194.51","24-May-2021"
"CUST0000037059","IN0163452","26.81","24-Dec-2021"
"CUST0000074499","IN0166241","15.88","25-Sep-2021"
"CUST0000089577","IN0582979","278.21","18-Aug-2021"
"CUST0000009980","IN0273227","4.49","27-May-2021"
"CUST0000037403","IN0223223","1.16","25-Oct-2021"
"CUST0000026065","IN0173663","294.08","21-Sep-2021"
"CUST0000040563","IN0768663","43.88","20-Feb-2021"
"CUST0000075822","IN0465443","127.72","28-Sep-2021"
"CUST0000035264","IN0384526","241.16","26-Feb-2021"
"CUST0000012064","IN0786707","259.07","20-Jun-2021"
"CUST0000038806","IN0295860","175.01","20-Mar-2021"
"CUST0000084558","IN0366898","478.61","27-Jan-2021"
"CUST0000047760","IN0779257","350.03","18-Jul-2021"
"CUST0000092614","IN0235103","12.02","16-Jun-2021"
"CUST0000057706","IN0172387","109.69","12-Jun-2021"
"CUST0000058888","IN0402701","541.29","26-Jul-2021"
"CUST0000051725","IN0552210","15.94","20-Nov-2021"
"CUST0000080870","IN0844461","0.5","24-Mar-2021"
"CUST0000035100","IN0448762","214.7","12-Oct-2021"
"CUST0000098617","IN0278226","191.1","24-Oct-2021"
"CUST0000017710","IN0072930","41.15","25-May-2021"
"CUST0000068062","IN0825410","7.32","31-Aug-2021"
"CUST0000051578","IN0197633","241.31","28-Aug-2021"
"CUST0000058811","IN0883992","262.54","20-Jul-2021"
"CUST0000056082","IN0621220","520.13","22-Jun-2021"
"CUST0000012907","IN0196450","233.57","07-Dec-2021"
"CUST0000079036","IN0125357","153.07","26-Jan-2021"
"CUST0000011729","IN0450074","8.69","02-Mar-2021"
"CUST0000091239","IN0772386","153.69","02-May-2021"
"CUST0000074838","IN0806178","238.14","27-Nov-2021"
"CUST0000044249","IN0730182","239.36","30-Jun-2021"
"CUST0000034215","IN0376160","153.56","22-May-2021"
"CUST0000040120","IN0881864","359.86","26-Dec-2021"
"CUST0000019392","IN0218837","7.11","25-May-2021"
"CUST0000019240","IN0275141","34.71","17-Jan-2021"
"CUST0000088518","IN0247015","6.95","11-Apr-2021"
"CUST0000000802","IN0963913","11.48","20-Jan-2021"
"CUST0000073064","IN0475158","95.09","01-Jan-2021"
"CUST0000019392","IN0592322","26.49","16-Jan-2021"
"CUST0000086919","IN0459998","11.02","08-Jun-2021"
"CUST0000071489","IN0139560","69.22","13-Aug-2021"
"CUST0000031994","IN0670592","181.35","20-Sep-2021"
"CUST0000047896","IN0370485","4.62","08-Aug-2021"
"CUST0000076937","IN0482029","195.05","17-Aug-2021"
"CUST0000008758","IN0013856","6.99","12-Jan-2021"
"CUST0000020217","IN0560536","16.18","31-Mar-2021"
"CUST0000099491","IN0082221","12.77","16-Feb-2021"
"CUST0000099052","IN0023795","8.94","12-Oct-2021"
"CUST0000011729","IN0797783","6.86","06-Oct-2021"
"CUST0000058610","IN0151019","391.61","06-Feb-2021"
"CUST0000040013","IN0572169","225.71","26-Dec-2021"
"CUST0000090955","IN0575450","69.71","18-Sep-2021"
"CUST0000061240","IN0201276","70.2","21-Jun-2021"
"CUST0000011927","IN0651569","0.62","28-Jul-2021"
"CUST0000080362","IN0721890","6.7","14-Aug-2021"
"CUST0000080362","IN0052241","316.76","03-Sep-2021"
"CUST0000011748","IN0326914","121.88","21-Jul-2021"
"CUST0000007107","IN0758428","322.65","10-May-2021"
"CUST0000054957","IN0775071","3.54","16-Jun-2021"
"CUST0000094275","IN0644504","152.59","01-Nov-2021"
"CUST0000034393","IN0175099","470.49","04-Jun-2021"
"CUST0000070542","IN0480338","146.74","17-Mar-2021"
"CUST0000033458","IN0939492","236.92","27-Apr-2021"
"CUST0000090532","IN0839170","251.75","16-Aug-2021"
"CUST0000082097","IN0578251","578.13","05-Jan-2021"
"CUST0000051970","IN0670060","250.24","15-Nov-2021"
"CUST0000086928","IN0271583","148.93","12-Nov-2021"
"CUST0000093754","IN0893535","189.64","01-Jul-2021"
"CUST0000027748","IN0770150","199.39","18-Nov-2021"
"CUST0000090225","IN0673687","4.99","10-Apr-2021"
"CUST0000013338","IN0165465","3.24","17-Sep-2021"
"CUST0000067093","IN0739595","343.83","02-Jun-2021"
"CUST0000014190","IN0188024","76.05","22-Jul-2021"
"CUST0000024465","IN0807928","243.75","07-Aug-2021"
"CUST0000079056","IN0075906","219.86","06-Sep-2021"
"CUST0000075939","IN0877356","68.25","09-Apr-2021"
"CUST0000007975","IN0559962","156.97","17-Feb-2021"
"CUST0000067381","IN0318507","168.59","18-Jul-2021"
"CUST0000080870","IN0886917","198.41","23-Jun-2021"
"CUST0000040013","IN0924546","276.7","01-Oct-2021"
"CUST0000078103","IN0490426","241.31","28-Dec-2021"
"CUST0000013725","IN0657155","134.57","07-Apr-2021"
"CUST0000011581","IN0451889","114.16","20-Aug-2021"
"CUST0000029850","IN0782023","33.64","14-Aug-2021"
"CUST0000056874","IN0195126","248.18","04-May-2021"
"CUST0000009011","IN0261680","2.79","29-Mar-2021"
"CUST0000081725","IN0524969","63.47","21-Jan-2021"
"CUST0000006781","IN0202351","239.36","18-May-2021"
"CUST0000082309","IN0446067","18.55","16-Sep-2021"
"CUST0000026114","IN0374161","12.19","27-Feb-2021"
"CUST0000041590","IN0043061","27.97","20-May-2021"
"CUST0000062817","IN0072928","14.27","04-Jul-2021"
"CUST0000006781","IN0829638","3.62","15-Jul-2021"
"CUST0000052172","IN0441891","362.88","09-May-2021"
"CUST0000017859","IN0242002","260.82","08-Sep-2021"
"CUST0000048903","IN0316410","17.43","27-Feb-2021"
"CUST0000007869","IN0085368","39.31","06-Nov-2021"
"CUST0000045626","IN0411838","29.74","20-Sep-2021"
"CUST0000069441","IN0874636","382.68","03-Jun-2021"
"CUST0000041753","IN0411430","4.37","06-Sep-2021"
"CUST0000017795","IN0583603","84.34","21-Aug-2021"
"CUST0000034624","IN0251765","17.89","25-Aug-2021"
"CUST0000065333","IN0968807","223.02","11-Apr-2021"
"CUST0000062029","IN0127711","161.85","08-Sep-2021"
"CUST0000024734","IN0964930","190.88","15-Apr-2021"
"CUST0000008758","IN0125445","32.44","29-Jan-2021"
"CUST0000052369","IN0505489","191.27","30-May-2021"
"CUST0000095018","IN0660387","86.18","23-Oct-2021"
"CUST0000045738","IN0213635","10.19","29-Dec-2021"
"CUST0000061338","IN0042547","236.44","20-Jun-2021"
"CUST0000047896","IN0214073","211.68","11-Jun-2021"
"CUST0000073859","IN0185779","185.98","16-Jul-2021"
"CUST0000066661","IN0160468","88.24","21-Oct-2021"
"CUST0000017496","IN0626160","86.77","11-Sep-2021"
"CUST0000000282","IN0844796","8.2","24-Dec-2021"
"CUST0000023729","IN0340147","30.24","29-May-2021"
"CUST0000030499","IN0367684","17.22","05-Nov-2021"
"CUST0000085591","IN0882461","19.51","08-Jan-2021"
"CUST0000023643","IN0959809","190.12","22-Aug-2021"
"CUST0000024821","IN0708732","240.99","27-Jul-2021"
"CUST0000074157","IN0769520","286.4","17-Jan-2021"
"CUST0000015767","IN0867528","26.32","21-Mar-2021"
"CUST0000023434","IN0289263","95.26","12-Jun-2021"
"CUST0000084144","IN0645133","230.59","27-Jan-2021"
"CUST0000033612","IN0075757","123.23","11-Jan-2021"
"CUST0000013063","IN0776428","295.6","19-Aug-2021"
"CUST0000001367","IN0933806","191.59","10-Sep-2021"
"CUST0000063088","IN0510486","250.24","09-Aug-2021"
"CUST0000049688","IN0069342","69.71","05-Oct-2021"
"CUST0000024404","IN0623422","133.57","19-Jun-2021"
"CUST0000006238","IN0693496","14.23","13-Jul-2021"
"CUST0000094918","IN0433786","3.04","25-Aug-2021"
"CUST0000049282","IN0229435","8.69","20-Aug-2021"
"CUST0000038302","IN0763637","311.47","28-Jun-2021"
"CUST0000065991","IN0907168","221.51","25-Apr-2021"
"CUST0000047671","IN0844468","144.88","21-Aug-2021"
"CUST0000039856","IN0959303","33.15","05-Jan-2021"
"CUST0000091394","IN0704547","16.14","14-Oct-2021"
"CUST0000003581","IN0256557","19.84","09-Dec-2021"
"CUST0000068189","IN0063969","62.75","16-Mar-2021"
"CUST0000011516","IN0165341","161.36","14-Mar-2021"
"CUST0000051578","IN0513940","371.67","06-Aug-2021"
"CUST0000064370","IN0161409","4.87","10-May-2021"
"CUST0000089586","IN0643325","123.23","27-May-2021"
